Time,sp1,sp2,sp3
0.0,0.0,0.0,0.0
1.0040160642570282,0.0,0.0,0.0
2.0080321285140563,0.0,0.0,0.0
3.0120481927710845,0.0,0.0,0.0
4.016064257028113,0.0,0.0,0.0
5.020080321285141,0.0,0.0,0.0
6.024096385542169,0.0,0.0,0.0
7.028112449799197,0.0,0.0,0.0
8.032128514056225,0.0,0.0,0.0
9.036144578313253,0.0,0.0,0.0
10.040160642570282,0.0,0.0,0.0
11.04417670682731,0.0,0.0,0.0
12.048192771084338,0.0,0.0,0.0
13.052208835341366,0.0,0.0,0.0
14.056224899598394,0.0,0.0,0.0
15.060240963855422,0.0,0.0,0.0
16.06425702811245,0.0,0.0,0.0
17.06827309236948,0.0,0.0,0.0
18.072289156626507,0.0,0.0,0.0
19.076305220883533,0.0,0.0,0.0
20.080321285140563,0.0,0.0,0.0
21.084337349397593,0.0,0.0,0.0
22.08835341365462,0.0,0.0,0.0
23.092369477911646,0.0,0.0,0.0
24.096385542168676,0.0,0.0,0.0
25.100401606425706,0.0,0.0,0.0
26.104417670682732,0.0,0.0,0.0
27.10843373493976,0.0,0.0,0.0
28.11244979919679,0.0,0.0,0.0
29.11646586345382,0.0,0.0,0.0
30.120481927710845,0.0,0.0,0.0
31.12449799196787,0.0,0.0,0.0
32.1285140562249,0.0,0.0,0.0
33.13253012048193,0.0,0.0,0.0
34.13654618473896,0.0,0.0,0.0
35.140562248995984,0.0,0.0,0.0
36.144578313253014,0.0,0.0,0.0
37.148594377510044,0.0,0.0,0.0
38.15261044176707,0.0,0.0,0.0
39.1566265060241,0.0,0.0,0.0
40.16064257028113,0.0,0.0,0.0
41.164658634538156,0.0,0.0,0.0
42.168674698795186,0.0,0.0,0.0
43.17269076305221,0.0,0.0,0.0
44.17670682730924,0.0,0.0,0.0
45.18072289156627,0.0,0.0,0.0
46.18473895582329,0.0,0.0,0.0
47.18875502008032,0.0,0.0,0.0
48.19277108433735,0.0,0.0,0.0
49.19678714859438,0.0,0.0,0.0
50.20080321285141,0.0,0.0,0.0
51.204819277108435,0.0,0.0,0.0
52.208835341365464,0.0,0.0,0.0
53.212851405622494,0.0,0.0,0.0
54.21686746987952,0.0,0.0,0.0
55.22088353413655,0.0,0.0,0.0
56.22489959839358,0.0,0.0,0.0
57.22891566265061,0.0,0.0,0.0
58.23293172690764,0.0,0.0,0.0
59.23694779116466,0.0,0.0,0.0
60.24096385542169,0.0,0.0,0.0
61.24497991967872,0.0,0.0,0.0
62.24899598393574,0.0,0.0,0.0
63.25301204819277,0.0,0.0,0.0
64.2570281124498,0.0,0.0,0.0
65.26104417670683,0.0,0.0,0.0
66.26506024096386,0.0,0.0,0.0
67.26907630522089,0.0,0.0,0.0
68.27309236947792,0.0,0.0,0.0
69.27710843373494,0.0,0.0,0.0
70.28112449799197,0.0,0.0,0.0
71.285140562249,0.0,0.0,0.0
72.28915662650603,0.0,0.0,0.0
73.29317269076306,0.0,0.0,0.0
74.29718875502009,0.0,0.0,0.0
75.30120481927712,0.0,0.0,0.0
76.30522088353413,0.0,0.0,0.0
77.30923694779116,0.0,0.0,0.0
78.3132530120482,0.0,0.0,0.0
79.31726907630522,0.0,0.0,0.0
80.32128514056225,0.0,0.0,0.0
81.32530120481928,0.0,0.0,0.0
82.32931726907631,0.0,0.0,0.0
